County	Constituency	Ward	Latitude	Longitude
ISIOLO	ISIOLO NORTH	BURAT	KAMBEREU JUNIOR ACADEMY PRI	0.030232	37.762074
ISIOLO	ISIOLO NORTH	BURAT	KAMBI YA JUU PRY SCH	-1.211145	37.495679
ISIOLO	ISIOLO NORTH	BURAT	KILIMANI PRI. SCH.	-0.041614722	37.97053772
ISIOLO	ISIOLO NORTH	BURAT	LEPARUA PRY SCH.	0.0	0.0
ISIOLO	ISIOLO NORTH	BURAT	MLANGO BOREHOLE	0.0	0.0
ISIOLO	ISIOLO NORTH	BURAT	NOMADS PRY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	BURAT	NTALABANY  PRY. SCH.	0.32762	37.419658
ISIOLO	ISIOLO NORTH	BURAT	OLLA BULLE NURSERY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	BURAT	OLLA ODHA NURSERY	0.0	0.0
ISIOLO	ISIOLO NORTH	BURAT	SAMBURU COMMUNITY SCHOOL	0.55635	37.513318
ISIOLO	ISIOLO NORTH	BURAT	SHAMBANI PRI. SCH.	0.38075	37.572568
ISIOLO	ISIOLO NORTH	BURAT	UHURU PRY SCH	0.35858	37.572388
ISIOLO	ISIOLO NORTH	CHARI	AWARSITU PRIMARY SCHOOL	1.02651	38.574308
ISIOLO	ISIOLO NORTH	CHARI	BARAMBATE(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHARI	BISAN BILIQI PRIMARY SCHOOL	0.89443	38.486868
ISIOLO	ISIOLO NORTH	CHARI	BULESA PRY SCH	0.95879	38.537678
ISIOLO	ISIOLO NORTH	CHARI	DIMA ADO PRY SCH.	0.0	0.0
ISIOLO	ISIOLO NORTH	CHARI	GODA PRY SCH	1.00309	38.543808
ISIOLO	ISIOLO NORTH	CHARI	KOM PRY SCH	0.87904	38.397628
ISIOLO	ISIOLO NORTH	CHARI	KURO BISAN OWO(HOT SPRING)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHARI	MADO GALLE(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHARI	MADO GURBA HUKA(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHARI	MADO HALKANO(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHARI	NYACHISA  BORE HOLE (MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHARI	SABARWAWA WATER PAN (MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHARI	TUMTU(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	ADE WARABESA PRY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	BADAN RARO NURSERY	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	BILIQI PRI. SCH.	1.23487	38.807658
ISIOLO	ISIOLO NORTH	CHERAB	BOJI BOREHOLE(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	BORAN(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	DADACHA BASA PRY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	DADACHA LAFE(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	DOGOGICHA DAM(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	DOLOLO DAKIYE PRY SCH	1.32613	38.947348
ISIOLO	ISIOLO NORTH	CHERAB	DUMA BOREHOLE	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	GAMACHU MUSLIM PRY SCHOOL	1.078294	38.673379
ISIOLO	ISIOLO NORTH	CHERAB	KHALIFA ABUBAKAR PRIMARY SCHOOL	1.059556	38.668434
ISIOLO	ISIOLO NORTH	CHERAB	KORBESA PRY SCH	1.20939	38.793258
ISIOLO	ISIOLO NORTH	CHERAB	KULA(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	LAKOLEY PRY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	MACCI PRY SCH	1.056556	38.665462
ISIOLO	ISIOLO NORTH	CHERAB	MALGISH(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	MALKAGALA PRIMARY SCHOOL	1.27073	38.804168
ISIOLO	ISIOLO NORTH	CHERAB	MATAARBA PRY SCH	1.15252	38.709378
ISIOLO	ISIOLO NORTH	CHERAB	MERTI MUSLIM PRY SCH	1.067436	38.66899
ISIOLO	ISIOLO NORTH	CHERAB	MERTI PRY SCH	1.067436	38.66899
ISIOLO	ISIOLO NORTH	CHERAB	MERTI SEC SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	MULANDA NURSERY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	RIGA NURSERY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	SALETI PRY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	URURA BOREHOLE(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	CHERAB	YAMICHA BOREHOLE	0.0	0.0
ISIOLO	ISIOLO NORTH	NGARE MARA	ATTAN PRY SCH	0.49137	37.611228
ISIOLO	ISIOLO NORTH	NGARE MARA	DAABA PRI. SCH.	0.54148	37.747388
ISIOLO	ISIOLO NORTH	NGARE MARA	GOSUN COMPLEX PRIMARY	-1.31003	37.989568
ISIOLO	ISIOLO NORTH	NGARE MARA	ISIOLO/SAMBURU COMPLEX	0.0	0.0
ISIOLO	ISIOLO NORTH	NGARE MARA	KIWANJA NURSERY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	NGARE MARA	LOWANGILA PRY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	NGARE MARA	MANYATTA ZEBRA NURSERY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	NGARE MARA	NAKUPURAT NURSERY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	NGARE MARA	NGARE MARA PRY SCH	0.50696	37.648458
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	KAWALASH(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	KIPSING PRI. SCH.	0.60092	37.244718
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	LEGWENYI PRY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	LEMORIJO(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	LENGURUMA  PRY. SCH.	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	LOBARISHEREKI PRY SCH	0.59997	36.925478
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	LONGOPITO LMD OFFICE	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	MOKORI NURSERY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	NANTUNDU(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	NDUGU ZANGU PRY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	NOOLOROI PRY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	NTEPES(MOBILE)	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	OLDONYIRO PRI. SCH.	0.62941	36.987028
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	PARKURUK PRY SCHOOL	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	RAP PRY SCHOOL	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	RUMATE NUR. SCH.	0.0	0.0
ISIOLO	ISIOLO NORTH	OLDO/NYIRO	TUALE PRIMARY SCHOOL	0.73854	37.122248
ISIOLO	ISIOLO NORTH	WABERA	ACACIA PLAY GROUND	0.0	0.0
ISIOLO	ISIOLO NORTH	WABERA	ANNO COLLEGE	0.0	0.0
ISIOLO	ISIOLO NORTH	WABERA	DEAF SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	WABERA	ISIOLO BOYS SEC	0.0	0.0
ISIOLO	ISIOLO NORTH	WABERA	ISIOLO STADIUM	0.0	0.0
ISIOLO	ISIOLO NORTH	WABERA	KIWANJANI PRY SCH	0.34863	37.596048
ISIOLO	ISIOLO NORTH	WABERA	MWANGAZA PRY SCH	0.33614	37.580998
ISIOLO	ISIOLO NORTH	WABERA	RAMADHAN PRY SCH	0.36228	37.602678
ISIOLO	ISIOLO NORTH	WABERA	ST KIZITO PRY SCH	0.0	0.0
ISIOLO	ISIOLO NORTH	WABERA	WABERA PRY SCH	0.34945	37.584488
ISIOLO	ISIOLO SOUTH	GARBATULLA	BELGESH  PRIMARY SCHOOL	0.0	0.0
ISIOLO	ISIOLO SOUTH	GARBATULLA	BOJI PRIMARY SCHOOL	0.57048	38.336038
ISIOLO	ISIOLO SOUTH	GARBATULLA	DAAWA  PRIMARY SCHOOL	0.52398	38.509008
ISIOLO	ISIOLO SOUTH	GARBATULLA	ESKOT VILLAGE	0.0	0.0
ISIOLO	ISIOLO SOUTH	GARBATULLA	GAFARSA  PRIMARY SCHOOL	0.0	0.0
ISIOLO	ISIOLO SOUTH	GARBATULLA	GARBATULLA DAY PRIMARY SCHOOL	0.0	0.0
ISIOLO	ISIOLO SOUTH	GARBATULLA	KOMBOLA  PRIMARY SCHOOL	0.98534	38.659838
ISIOLO	ISIOLO SOUTH	GARBATULLA	KURO MUMME MOBILE	0.0	0.0
ISIOLO	ISIOLO SOUTH	GARBATULLA	KUROFTU MOLLU(MOBILE)	0.0	0.0
ISIOLO	ISIOLO SOUTH	GARBATULLA	MALKADAKA PRIMARY SCHOOL	0.8359	38.493598
ISIOLO	ISIOLO SOUTH	GARBATULLA	MATAGARI  PRIMARY SCHOOL	0.53326	38.512478
ISIOLO	ISIOLO SOUTH	GARBATULLA	MUCHURO  PRIMARY SCHOOL	0.95948	38.628378
ISIOLO	ISIOLO SOUTH	GARBATULLA	NAGAA  PRIMARY SCHOOL	0.5358	38.517528
ISIOLO	ISIOLO SOUTH	GARBATULLA		0.0	0.0
ISIOLO	ISIOLO SOUTH	GARBATULLA	SAYYIDAH FATIMAH GIRLS EDUCATIONAL COMPLEX	0.0	0.0
ISIOLO	ISIOLO SOUTH	GARBATULLA	TANA NURSERY SCHOOL	0.0	0.0
ISIOLO	ISIOLO SOUTH	KINNA	AL-GANI GIRLS  PRIMARY SCHOOL	0.32212	38.201438
ISIOLO	ISIOLO SOUTH	KINNA	BIBI WATER SUPPLY	0.0	0.0
ISIOLO	ISIOLO SOUTH	KINNA	DABASITI  PRIMARY SCHOOL	0.56913	38.193278
ISIOLO	ISIOLO SOUTH	KINNA	DUSE PRIMARY SCHOOL	0.32119	38.206038
ISIOLO	ISIOLO SOUTH	KINNA	GALMADIDO  PRIMARY SCHOOL	0.31191	38.201438
ISIOLO	ISIOLO SOUTH	KINNA	KINNA  PRIMARY SCHOOL	0.3183	38.211418
ISIOLO	ISIOLO SOUTH	KINNA	KORBESA VILLAGE	0.0	0.0
ISIOLO	ISIOLO SOUTH	KINNA	KULA MAWE  PRIMARY SCHOOL	0.57047	38.202488
ISIOLO	ISIOLO SOUTH	KINNA	KURO BARATA MOBILE	0.0	0.0
ISIOLO	ISIOLO SOUTH	KINNA	MADO YAKA (ABAKIRI)  PRIMARY SCHOOL	0.0	0.0
ISIOLO	ISIOLO SOUTH	KINNA	RAPSU  PRIMARY SCHOOL	0.25767	38.245978
ISIOLO	ISIOLO SOUTH	KINNA	WAKO WARIO  PRIMARY SCHOOL	0.28846	38.193428
ISIOLO	ISIOLO SOUTH	KINNA	YAK BARSADI  PRIMARY SCHOOL	0.0	0.0
ISIOLO	ISIOLO SOUTH	SERICHO	BADANA PRIMARY SCHOOL	1.11153	38.982348
ISIOLO	ISIOLO SOUTH	SERICHO	BARRIER VILLAGE	0.0	0.0
ISIOLO	ISIOLO SOUTH	SERICHO	BELGESH DAM (MOBILE)	0.0	0.0
ISIOLO	ISIOLO SOUTH	SERICHO	BILIQ NURU  PRIMARY SCHOOL	0.0	0.0
ISIOLO	ISIOLO SOUTH	SERICHO	ELDERA PRIMARY SCHOOL	0.59609	38.833478
ISIOLO	ISIOLO SOUTH	SERICHO	ERESABORU  PRIMARY SCHOOL	0.0	0.0
ISIOLO	ISIOLO SOUTH	SERICHO	FORORSA MOBILE	0.0	0.0
ISIOLO	ISIOLO SOUTH	SERICHO	GUBATU  PRIMARY SCHOOL	1.12698	39.120508
ISIOLO	ISIOLO SOUTH	SERICHO	HAWAYE WELLS MOBILE	0.0	0.0
ISIOLO	ISIOLO SOUTH	SERICHO	MAKARIM  PRIMARY SCHOOL	0.7239	39.167598
ISIOLO	ISIOLO SOUTH	SERICHO	MALKA MANSA PRY	0.0	0.0
ISIOLO	ISIOLO SOUTH	SERICHO	MOGORE VILLAGE	0.0	0.0
ISIOLO	ISIOLO SOUTH	SERICHO	OMARA PRIMARY SCHOOL	0.0	0.0
ISIOLO	ISIOLO SOUTH	SERICHO	QONE VILLAGE	0.0	0.0
ISIOLO	ISIOLO SOUTH	SERICHO	SERICHO  PRIMARY SCHOOL	1.132	39.108238
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	A.I.C.GIRLS BOADING  PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	ALHUDA MUSLIM  PRIMARY SCHOOL	-1.841184	36.789829
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	EITI PRIMARY SCHOOL	-1.84115	36.847492
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	ENKASURAI  PRIMARY SCHOOL	-2.003682	36.973773
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	ENKORIKA  PRIMARY SCHOOL	-1.96829	36.921966
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	ILKELUNYETI PRIMARY SCHOOL	-2.2954	37.611918
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	ILTARETO  PRIMARY SCHOOL	-1.894644	36.811684
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	IMPIRO PRIMARY SCHOOL	-1.883668	36.922926
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	INKINYIE  PRIMARY SCHOOL	-1.853201	36.883292
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	IRWAGA PRIMARY SCHOOL	-0.75038	35.444138
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	ISEURI  PRIMARY SCHOOL	-1.853264	36.813207
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	ISILALE  PRIMARY SCHOOL	-1.931028	36.867971
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	MALILIMA PRIMARY SCHOOL	-2.015888	36.988273
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	NADUNGORO NURSERY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	NAILUMPE PRIMARY SCHOOL	-2.07108	37.020108
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	OLENARAU  PRIMARY SCHOOL	-1.899998	36.988584
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	OLGOS PRIMARY SCHOOL	-1.948742	36.979953
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	OLOBELIBELI PRIMARY SCHOOL	-2.025369	36.903523
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	OLOOMUNYI PRIMARY SCHOOL	-2.090547	36.898002
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	OLOONTULUGUM PRIMARY SCHOOL	-2.04264	37.070118
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	OLOPURUPURANA NURSERY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	ORINIE  PRIMARY SCHOOL	-0.0526	35.866622
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	PELEWA PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	DALALEKUTUK	SAINA PRIMARY SCHOOL	-1.83572	36.790198
KAJIADO	KAJIADO CENTRAL	ILDAMAT	ENARAMATISHOREKI PRIMARY SCHOOL	-1.354238	35.969924
KAJIADO	KAJIADO CENTRAL	ILDAMAT	ENOOSEYIA PRIMARY SCHOOL	-0.927047	36.122888
KAJIADO	KAJIADO CENTRAL	ILDAMAT	EOR-ENKULE PRIMARY SCHOOL	-1.108297	36.004831
KAJIADO	KAJIADO CENTRAL	ILDAMAT	ESUKUTA  PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	ILDAMAT	ILLAISER PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	ILDAMAT	ILTUMUTUM PRIMARY SCHOOL	-1.244227	35.957708
KAJIADO	KAJIADO CENTRAL	ILDAMAT	INTINYIKA WATER POINT	0.0	0.0
KAJIADO	KAJIADO CENTRAL	ILDAMAT	KAJIADO TOWNSHIP  PRIMARY SCHOOL	-1.845045	36.795747
KAJIADO	KAJIADO CENTRAL	ILDAMAT	KUTENOI PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	ILDAMAT	MOIPEI PRIMARY SCHOOL	-1.861105	36.773379
KAJIADO	KAJIADO CENTRAL	ILDAMAT	NAMBAO PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	ILDAMAT	OLESITO PRIMARY SCHOOL	-0.87792	36.103929
KAJIADO	KAJIADO CENTRAL	ILDAMAT	OLETUKAT PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	ILDAMAT	OLOILALEI PRIMARI SCHOOL	-2.382	37.134798
KAJIADO	KAJIADO CENTRAL	ILDAMAT	OLOLPIRONITO PRIMARY SCHOOL	-0.960821	36.082937
KAJIADO	KAJIADO CENTRAL	ILDAMAT	OLOOMBOKISHI PRIMARY SCHOOL	-1.028484	36.043669
KAJIADO	KAJIADO CENTRAL	ILDAMAT	OLOONKABOBOK PRIMARY SCHOOL	-0.96903	36.016428
KAJIADO	KAJIADO CENTRAL	ILDAMAT	OLOOSENETO PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	ILDAMAT	OLOOSUYIAN  PRIMARY SCHOOL	-1.814335	36.72504
KAJIADO	KAJIADO CENTRAL	ILDAMAT	OLTINKA NURSERY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	ILDAMAT	PARANAE  PRIMARY SCHOOL	-1.92576	36.767774
KAJIADO	KAJIADO CENTRAL	ILDAMAT	SALEITA PRIMARY SCHOOL	-0.911027	36.106757
KAJIADO	KAJIADO CENTRAL	ILDAMAT	SEKEROT PRIMARY SCHOOL	1.36891	35.690288
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	EMASHINI  PRIMARY SCHOOL	-2.19335	37.158488
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	EMOTOROKI  PRIMARY SCHOOL	-2.2933	37.033958
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	EMURUADIKIRR BLESSED ACADEMY PRI	-2.22572	36.748868
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	ENKUTOTO  PRIMARY SCHOOL	-1.586585	35.955351
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	ESOIT PRIMARY SCHOOL	-1.08944	35.009708
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	IBENG PRI	-0.014873	34.922396
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	ILBISSIL TOWNSHIP PRIMARY SCHOOL	-2.09902	36.787398
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	ILIMISIGIYO CENTER	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	ILKEEK NGIRO NURSERY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	ILMARBA  PRIMARY SCHOOL	-2.24287	36.665268
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	ILMOTIOK PRY SCH	0.466734	36.936766
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	ILPARRUA PRIMARY SCHOOL	-2.07053	36.766768
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	IMBUKO PRIMARY SCHOOL	-2.3565	37.486778
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	LELE  CHRISTIAN SCH	-2.14689	36.848488
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	LENKISHON PRIMARY SCHOOL	-2.15725	36.782378
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	LETOIRE  PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	LORNGOSUA PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	LOSITETI  PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	MAPARASHA PRIMARY SCHOOL	-2.19908	36.918468
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	NGATATAEK  PRIMARY SCHOOL	-2.28241	36.805108
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	OITI-GLORY PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	OLCHORROIBOR  PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	OLDARPOI  PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	OLEPOLOS NURSERY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO NORTH	PORTLAND NURSERY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	AIC NAMANGA  PRIMARY SCHOOL	0.897619	35.319827
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	ELUANATA PRIMARY SCHOOL	-2.454	36.902618
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	EMAOI PRIMARY SCHOOL/A.I.C  SAMARIA MISSION	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	EMPUKANI  PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	ENGABOLI  PRIMARY SCHOOL	-2.43415	36.843678
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	ENOOSAMPURRUMPURR PRIMARY SCHOOL	-2.38819	36.797158
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	ILUMBUA A.I.C CANAAN PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	IMURTOT PRIMARY SCHOOL	-2.88278	37.387518
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	KARERO PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	KILUANI NEW LIFE SEC SCH	-2.48053	36.83006
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	KISAPUK  PRIMARY SCHOOL	-2.37274	36.667568
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	LEBOO  PRIMARY SCHOOL	-2.32378	36.695418
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	LINTI  PRIMARY SCHOOL	-2.35438	36.640008
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	MAILWA PRI	-2.32762	36.964308
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	METO PRIMARY SCHOOL	-2.40956	36.554948
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	NAIRRABARA PRI	-2.29187	36.599828
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	NAMANGA  PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	NOONTOTO PRIMARY SCHOOL	-2.4469	36.810988
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	OLMANIE PRIMARY SCHOOL	-2.50454	36.723568
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	OLOIRIMIRIMI PRIMARY SCHOOL	-2.33365	36.550368
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	OLOOLAROI NURSERY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	OLOSHOIBOR  PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	MATAPATO SOUTH	SERE NURSERY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	PURKO	ENDOINYO ENKAMPI  PRI	-2.154007	36.180863
KAJIADO	KAJIADO CENTRAL	PURKO	ENKARONI  PRIMARY SCHOOL	-2.0477	36.740068
KAJIADO	KAJIADO CENTRAL	PURKO	ILMOLELIAN PRIMARY SCHOOL	-0.568449	35.940212
KAJIADO	KAJIADO CENTRAL	PURKO	ILPARRUA PRIMARY SCHOOL	-2.07053	36.766768
KAJIADO	KAJIADO CENTRAL	PURKO	ISIAT NURSERY SCHOOL	0.0	0.0
KAJIADO	KAJIADO CENTRAL	PURKO	KUMPA HOLY MOTHERS PRIMARY SCHOOL	-1.973767	36.795242
KAJIADO	KAJIADO CENTRAL	PURKO	NKOILE  PRIMARY SCHOOL	-2.03268	36.805878
KAJIADO	KAJIADO EAST	IMARORO	ARROI  PRIMARY SCHOOL	-2.04682	37.295358
KAJIADO	KAJIADO EAST	IMARORO	EMARTI  PRIMARY SCHOOL	-1.858171	36.950642
KAJIADO	KAJIADO EAST	IMARORO	EMURUA -ENKER NURSERY SCHOOL	0.0	0.0
KAJIADO	KAJIADO EAST	IMARORO	ENDIKIRR PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO EAST	IMARORO	FPFK/LESOIT PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO EAST	IMARORO	ILMAMEN  PRIMARY SCHOOL	-1.79416	37.127678
KAJIADO	KAJIADO EAST	IMARORO	ILMEJOOLE  PRIMARY SCHOOL	-1.90309	37.153518
KAJIADO	KAJIADO EAST	IMARORO	IMARORO  PRIMARY SCHOOL	-1.9458	37.092678
KAJIADO	KAJIADO EAST	IMARORO	KILOH  PRIMARY SCHOOL	-1.97026	37.169598
KAJIADO	KAJIADO EAST	IMARORO	LESOKONYO  PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO EAST	IMARORO	MASHUURU PRIMARY SCHOOL	-2.10616	37.129788
KAJIADO	KAJIADO EAST	IMARORO	NAMELOK NURSERY SCHOOL	0.0	0.0
KAJIADO	KAJIADO EAST	IMARORO	NGATU  PRIMARY SCHOOL	-2.02149	37.082368
KAJIADO	KAJIADO EAST	IMARORO	OLOIBORR AJIJIK  PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO EAST	IMARORO	OSARAI  PRIMARY SCHOOL	-1.83599	37.098788
KAJIADO	KAJIADO EAST	IMARORO	SANARE NURSERY SCHOOL	0.0	0.0
KAJIADO	KAJIADO EAST	KAPUTIEI NORTH	EMAMPARISUAI PRIMARY SCH	0.0	0.0
KAJIADO	KAJIADO EAST	KAPUTIEI NORTH	ENKIRGIRRI PRI.SCH	-1.76702	36.921308
KAJIADO	KAJIADO EAST	KAPUTIEI NORTH	ILPOLOSAT PRI.SCH	-1.75983	37.055878
KAJIADO	KAJIADO EAST	KAPUTIEI NORTH	ISINYA MIXED BOARDING PRI	-1.67972	36.849908
KAJIADO	KAJIADO EAST	KAPUTIEI NORTH	KAPUTIEI PRIMARY SCHOOL	0.0	0.0
KAJIADO	KAJIADO EAST	KAPUTIEI NORTH	KEKAYAYA PRI.SCH	0.0	0.0
