County	Constituency	Ward	Latitude	Longitude
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	KARINGANI	NDAGANI SECONDARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	KARINGANI	NJAINA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	KARINGANI	NTUNTUNI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	KARINGANI	PCEA RUKINDU CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	GACHURI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	GACIGONGO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	GANKIRIRI TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	GATITUNI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	GICHENGE PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	GITOGOTO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	GITUMBI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	IBIRIGA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	IKUU MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	IKUU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	IKUU YOUTH DISPENSARY	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KAGAANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KAGERA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KAGUMO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KAMUCHIRU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KANGORO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KANYURU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KARAMANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KARANDINI MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KARANDINI TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KAREMBUNI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KARURUMO TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KATHIGUNI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KATHIRU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KIAMURIUKI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KIAMURIUKI TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KIBIGA TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KIBUGUA TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KIGOGO MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KIGOGO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KINORU MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KIRICHO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KIRIGI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	KITHUNGURI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MAABI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MAGENKA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MAGUMONI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MBOGONI PCEA CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MOUNTAIN OF FAITH PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MPUKONI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MUGAANI NURSARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MUIKU NEW TESTAMENT OF GOD CHURCH	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MUKUUNI MARKET	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MUKUUNI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MUTARUNI ACC&S CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MUTEMBE PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	MUTUGUNI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	NDAGONI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	NDIRUNI MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	NDIRUNI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	NJURI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	NTHAMBO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	NYAGA KAIRU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	REV. IKINGI BOARDING PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	RUBATE PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	ST. JOSEPH BOARDING PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MAGUMONI	THUITA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	IBITHE PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	KAANWA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	KAIRINI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	KAMBUNGU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	KANGUTU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	KARWIRO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	KIANTHANG'A PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	KIEGUMO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	KITHANGANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	MAKAWANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	MAREMBO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	MARIANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	MBARAGA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	MBUIRU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	MIRAA MIRAJA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	MWANANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	MWANJATI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	NKIO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	NTAGATANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	NTENDERA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MARIANI	WERU YOUTH POLYTECHNIC	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	CHERA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	CIAGAKU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	IKAWA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	IRAMBA NURSARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	IRUKU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	IRUMA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KAARANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KAMAGUTU PRAYER HOUSE	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KAMBANDI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KAMUGUONGO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KANGUU TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KANORO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KARURINI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KATHUTWA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KIAMUCHII PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KIERENI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KIREGE PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KIRUBIA TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	KIUNGUNI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	MAKAWANI MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	MATUNTU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	MUBUKURO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	MUGWE PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	MUKUTHUKU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	NGAANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	NKABU TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	NKUMBO JUNIOR PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	NKWEGO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	NTHIMA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	CHUKA/IGAMBANG'OMBE	MUGWE	NTURIA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	BARAGU HEALTH CENTRE	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	CHIEF MBOGORI GIRLS	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	CHOGORIA COMPLEX PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	CHOGORIA GIRLS BOARDING PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	CHUMAITA TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	GANTARAKI PCEA CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	GIAKIRI TEA BANDA	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	GIANCHUKU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	GIRIRA TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	GITARE PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	ITIRI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KABECHE MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KAIRUNI COFFEE FACTORY	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KAIRUNI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KALEWA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KAMARA MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KAMURUATA TEA BANDA	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KANGATUNYI TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KANYAMWENI TEA BANDA	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KARIAMWATHI TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KATHARAKA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KAURUKO TEA BANDA	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KAURURU PCEA CHURCH	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KIAMUCHAIRU HEALTH CENTRE	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KIANJAGI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KIEGANGURU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KIEGO TEA BANDA	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KIENI TEA BANDA	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KIMORO TEA BUYING  CENTRE	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KIMUCHIAPRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KIRARO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	KIRIANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	MAJIRA TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	MAKURI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	MAKURI TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	MBOGORI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	MUNGA DISPENSARY	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	MUNGA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	MUTINDWA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	MWEMA COFFEE FACTORY	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	NEEMA PCEA CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	NTURIRI BOYS SECONDARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	NTURIRI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	POLEPOLE MKT GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	THIGAA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	WIRU CATHOLIC CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	WIRU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	CHOGORIA	WIRU TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	CIAMPARATIA MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	IGWANJAU SECONDARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	IKUMBO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	KAJIETHETU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	KARIAKOMO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	KAUNI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	KERIANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	KIAMAOGO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	KIBURA MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	KIRUMI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	MBIRONI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	MUGUMANGO YOUTH POLYTECHNIC	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	MUKUI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	MURUNGA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	MWIRIA MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	NDUNGURI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	NGAITA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	NGERU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	NKANGANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	NTUMU BOARDING PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	GANGA	UKURUNI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	GAKETHA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	GIAMPAMPO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	GITUNTU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	GITUNTU SECONDARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	IGANGARA SECONDARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	IKAME PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	IRIANI COFFEE FACTORY	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	KAGANJO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	KAGONGO GACHEKE PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	KAMACHUKU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	KAMUTUMA NICA CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	KARIMBA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	KATHANGAWE PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	KIAMUCHUMBI TEA BUYING CENTRE	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	KIINI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	MAGUNDU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	MAGUNDU SECONDARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	MATINIA MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	MIKUU MARKET GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	MIKUU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	MINUGU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	MUGONA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	MURAGARA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	MUTHENGE APOSTLOIC CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	NDUMBINI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	NKURURU NURSERY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	PCEA MITHERU CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	MITHERU	RUGUTA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	D.E.B NTUIBU NURSERY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	GITUJA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	IKINDU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	IRIGA TEA BUYING CENTRE GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	ITARA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	KAGONGO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	KAJIAMBAKI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	KAJIUNDUTHI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	KANORO PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	KARIANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	KARIGINI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	KATHUGUNE METHODIST	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	MAATHA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	MARIMA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	MARIMA STAGE GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	MUKUTHUKU PCEA CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	MUMBUNI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	MURAGA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	MUTHAMBI POLYTECHNIC	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	MUTHAMBI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	MUTI IGURU PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	NICA GICHUE CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	NICA KARENI CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	NKUNDI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	NTAKANI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	NTATUA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	NYAGANI DISPENSARY GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	RUREA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MUTHAMBI	WILLIES PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MWIMBI	EAPC KIRIGI CHURCH GROUNDS	0.0	0.0
THARAKA - NITHI	MAARA	MWIMBI	GATANGI NURSERY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MWIMBI	IGAKIRAMBA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MWIMBI	IRUMA COFFEE FACTORY	0.0	0.0
THARAKA - NITHI	MAARA	MWIMBI	IRUMA PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MWIMBI	IRURI PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MWIMBI	J.K. MEMORIAL PRIMARY SCHOOL	0.0	0.0
THARAKA - NITHI	MAARA	MWIMBI	KAARE PRIMARY SCHOOL	0.0	0.0
